,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,license,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
23,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,2016-12-21 15:30:13.000,2022-02-23 14:32:16.000000,2021-11-01 12:36:42,214.0,165.0,128.0,1741.0,970.0,2018-06-11 13:56:17,0.4.5,,44245.0,16.0,728.0,728.0,39.0,https://pypi.org/project/ipyvolume,36436.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,343930.0,2.0,MIT,widgetti/ipyvolume,ipyvolume,https://www.npmjs.com/package/ipyvolume,2171.0,,,,,,,,,,,,
24,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,26,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-03-22 11:55:45.000000,2022-03-22 11:55:44,88.0,137.0,259.0,1216.0,2359.0,2022-03-21 19:31:19,3.10.1,,9101.0,41.0,132.0,132.0,38.0,,,,,,1.0,BSD-3-Clause,jupyter-lsp/jupyterlab-lsp,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,9101.0,,,,,,,,,,,,
25,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-03-31 13:52:34.000000,2022-03-23 09:41:26,212.0,84.0,428.0,1061.0,1753.0,2022-03-23 09:43:15,0.36.0,,138932.0,39.0,14.0,14.0,72.0,https://pypi.org/project/jupyterlab-git,135599.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-03-23 13:42:44.244,130020.0,1.0,BSD-3-Clause,,,,,,,,,,,,,,,,
26,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2022-03-30 21:05:42.000000,2022-03-30 21:05:42,185.0,34.0,19.0,706.0,138.0,2022-02-16 17:16:49,0.4.1,76.0,85172.0,10.0,1383.0,1383.0,8.0,https://pypi.org/project/jupyter-dash,85169.0,,,,2.0,MIT,,,,,,,,,,,,,,,,
27,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-03-30 20:27:51.000000,2022-03-30 20:09:20,2511.0,43.0,691.0,6908.0,2791.0,,,,1067366.0,,,,216.0,,,,,,2.0,BSD-3-Clause,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-03-28 06:12:24.567748,337.0,85389300.0,,,,,,,
28,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,832.0,76.0,76.0,6819.0,264.0,2019-07-01 16:35:20,1.0.0,,194933.0,4.0,111.0,111.0,28.0,https://pypi.org/project/facets-overview,194933.0,,,,2.0,Apache-2.0,,,,,,,,,,4.0,,,,,,
29,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000,2022-03-25 19:26:19.000000,2022-03-17 04:29:29,520.0,151.0,1520.0,5776.0,10501.0,2021-01-26 05:18:38,0.28.0,1319943.0,21568.0,66.0,,,174.0,https://pypi.org/project/nteract_on_jupyter,2712.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
30,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,25,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2022-03-31 10:46:48.000000,2022-03-19 19:25:21,440.0,65.0,436.0,4282.0,5121.0,,,,8884.0,,240.0,240.0,68.0,https://pypi.org/project/perspective-python,6507.0,,,,1.0,Apache-2.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2377.0,,,,,,,,,,,,
31,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-03-31 03:49:02.000000,2022-03-31 03:48:59,326.0,88.0,280.0,3181.0,1392.0,2022-03-31 03:49:02,1.2.5,,93398.0,24.0,,,63.0,https://pypi.org/project/nbdev,93398.0,,,,1.0,Apache-2.0,,,,,,,,,,,,,,,,
32,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,25,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-03-30 23:16:21.000000,2022-03-30 22:48:42,217.0,218.0,1146.0,1278.0,1557.0,2022-03-31 14:10:08,3.7.0,,4136.0,14.0,30.0,30.0,45.0,https://pypi.org/project/elyra,3619.0,https://anaconda.org/conda-forge/elyra,2022-03-25 23:14:40.374,9840.0,1.0,Apache-2.0,,,,,,,,,,,,,,,,
33,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2022-03-10 18:02:08.000000,2021-09-09 18:47:00,374.0,132.0,257.0,1106.0,1163.0,2021-08-27 16:28:41,0.19.1,,40978.0,15.0,234.0,234.0,54.0,https://pypi.org/project/sparkmagic,40255.0,https://anaconda.org/conda-forge/sparkmagic,2022-02-26 15:20:27.907,39781.0,1.0,,,,,,,,,,,,,,,,,
34,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1030.0,2157.0,2019-12-04 15:06:08,1.1.18,,17278.0,19.0,233.0,233.0,33.0,https://pypi.org/project/pixiedust,16020.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,35238.0,1.0,Apache-2.0,,,,,,,,,,,,,,,,
35,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2022-03-28 15:28:41.000000,2022-03-28 15:25:07,374.0,137.0,283.0,3221.0,751.0,,,,12897.0,9.0,1819.0,1819.0,41.0,https://pypi.org/project/RISE,8989.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,191536.0,2.0,,,,,,,,,,,,,,,,,
36,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-03-31 12:40:30.000000,2022-03-26 21:12:38,437.0,400.0,629.0,2736.0,1343.0,2022-02-22 01:03:23,0.12.2,,41479.0,35.0,,,103.0,https://pypi.org/project/jupyter-book,41479.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
37,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,76.0,15.0,28.0,604.0,94.0,2022-01-04 01:53:30,2.3.0,,21893.0,15.0,1412.0,1412.0,19.0,https://pypi.org/project/watermark,18832.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,199006.0,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
38,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-03-29 07:29:19.000000,2022-03-29 07:29:12,47.0,37.0,66.0,593.0,409.0,2022-03-08 11:12:56,0.11.0,,12584.0,29.0,448.0,448.0,15.0,https://pypi.org/project/ipycanvas,11110.0,https://anaconda.org/conda-forge/ipycanvas,2022-03-08 11:36:25.725,44239.0,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
39,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-01-27 10:10:12.000000,2021-06-27 18:55:19,149.0,56.0,79.0,174.0,167.0,2018-06-14 12:02:35,1.2.2,,8285.0,3.0,90.0,90.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7765.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,23428.0,1.0,BSD-3-Clause,,,,,,,,,,,,,,,,
40,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-03-13 22:04:03.000000,2022-03-13 22:04:03,215.0,46.0,123.0,3195.0,394.0,2022-01-09 15:20:57,0.7.4,40.0,1147.0,16.0,8.0,8.0,29.0,,,,,,1.0,MIT,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,84932.0,,github.com/gopherdata/gophernotes,,,,,
41,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2022-03-23 01:53:42.000000,2022-02-28 10:52:19,127.0,60.0,220.0,2194.0,1954.0,,,,329536.0,21.0,70.0,70.0,35.0,https://pypi.org/project/nbdime,250263.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,468761.0,2.0,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,71833.0,,,,,,,,,,,,
42,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000,2022-03-29 08:16:56.000000,2022-03-29 08:16:53,836.0,47.0,270.0,2170.0,,,,,62288.0,20.0,1878.0,1878.0,107.0,https://pypi.org/project/ipyparallel,54195.0,https://anaconda.org/conda-forge/ipyparallel,2022-02-07 17:40:52.548,574635.0,2.0,,,,,,,,,,,,,,,,,
43,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-03-31 12:03:50.000000,2022-03-20 21:14:01,33.0,61.0,491.0,627.0,9133.0,2022-02-27 22:07:52,1.1.0,2373.0,483.0,100.0,16.0,16.0,32.0,,,,,,2.0,Apache-2.0,,stencila,https://www.npmjs.com/package/stencila,81.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,
44,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,125.0,32.0,67.0,601.0,221.0,2019-06-03 21:24:10,0.10.2,,15504.0,14.0,127.0,127.0,21.0,https://pypi.org/project/mapboxgl,15504.0,,,,2.0,MIT,,,,,,,,,,4.0,,,,,,
